__label__non-arg	Linksabbiegende Radfahrer	395
__label__mpos	Wenn Fahrradfahren zu den Unikliniken als eine wirkliche Alternative gewünscht wird, so muss es hier dringend eine Verbesserung geben!	7503
__label__premise	Die aber im schlechten Zustand ist und sehr viele Unebenheiten aufweist.	4550
__label__premise	Verkehrsführung für jugendliche Sportler	7104
__label__premise	4. Oberbenrader-/Forstwaldstr LSA scheint für Busbeeinflussung hardwaremäßig ausgerüstet - jedoch muß Bus häufig Rotphase abwarten	15332
__label__mpos	Verkehrsführung verbessern	11067
__label__non-arg	Wir haben kein Auto und fahren so gut wie nie auf unseren Fahrrädern - warum?	13795
__label__non-arg	Schade.	12963
__label__mpos	Ggf. müssten die Flächen von den Grundstückseignern zugekauft werden.	14092
__label__premise	Im Bereich der Ampelkreuzung mit engen Fahrspuren und leicht ansteigender Straße Richtung Ennert ist das für Radfahrer nicht akzeptabel.	2350
__label__non-arg	Viele Grüße Kristofer Steinijans	3141
__label__premise	Früher waren unter dem Schild Pfeile nach rechts und nach links angebracht, sodass klar war, dass Fuß- und Radweg längs der Rheinberger Straße in beide Richtungen galten.	17570
__label__mpos	- Alles Anlieger-Zonen	5953
__label__mpos	Fazit: Verbessertes Lebensumfeld!	15219
__label__premise	Er kommt gar nicht in den Kreuzungsbereich und eine zweite Fahrradspur ist auch vorhanden.	9996
__label__mpos	Lösung: Sharrow entfernen und/oder Schild entfernen.	3831
__label__mpos __label__premise	Verbot von Kinderanhängern (Rücksichtsloses und gefährliches Verhalten der fahrenden Eltern.)	11759
__label__premise	Rechter Teil des Fahrbahnbelags Ubierstraße zwischen Kreisel Römerplatz und Rheinallee, Fahrtrichtung Rheinalle, ist extrem schadhaft, so dass Radfahrer in der Straßenmitte fahren müssen.	2523
__label__premise	Erreicht man dann die Kreuzung Quellenstraße, steht man jedoch vor einem Rätsel, wie es eigentlich weitergehen soll.	6615
__label__premise	Leider ist es so, dass an den Tagen der Müllabfuhr (Restmüll, gelbe Tonne, braune Tonne, blaue Tonne) die Tonnen meist abends so auf die kombinierten Rad- / Fußwege gestellt werden, dass sie tatsächliche Hindernisse darstellen.	17532
__label__premise	Homberger Straße ungenügende Absicherung der Baugrube	17438
__label__non-arg	Den Grünüberwuchs kann man der Stadt melden z.B. unter https://anliegen.bonn.de und erhält dann auch sehr schnell Antwort, allerdings ohne dass schnell etwas passiert.	7052
__label__mpos	Aus meiner Sicht ist ohnehin eine Feuerwehrzufahrt zu den neuerrichteten Wohngebäuden an dieser Stelle erforderlich.	4586
__label__mpos	Hier ist mindestens ein Zebrastreifen eine Lösung.	16627
__label__premise	Zeitweise zugeparkter Radweg vor den Häusern Homberger Str. 167 - 171a	15967
__label__premise	Das behindert die Radfahrer.	8584
__label__mpos	Bessere Beleuchtung der Fahrradwege auch außerhalb der City	11720
__label__non-arg	Radweg an der Rückseite des Westfriedhofs	12684
__label__mpos	Die Vorfahrt sollte umgedreht werden, so dass an der Kreuzung Radfahrer Vorfahrt bekommen.	16537
__label__mpos	Hallo, die L9 benötigt dringend einen separaten Fahrrad &Fußweg neben der KfZ-Fahrbahn.	16319
__label__premise	An dieser Stelle wird der Radweg zur Busspur -wie kommt man hier als Radfahrer weiter?	1906
__label__premise	In der Quantiusstraße hinter dem HBF halten unentwegt Autos auf dem Radfahrstreifen und warten dort auf abzuholende Personen.	3613
__label__mpos	Vorschläge: Schutzsstreifen über Kreuzung Villemombler Str. verlängern, falls erforderlich, separate Linksabbiegerspur zurück bauen.	8155
__label__mpos	Die Fußgänger- und Radampel zur Überquerung der Endenicherstr. am Knauber muss dringend eine kürzere Rotphase erhalten.	8160
__label__premise	- Vermischung/Verwechslung von Gehweg und Fahrradweg durch Fußgänger.	12588
__label__mpos	Hier müsste regelmäßiger kontrolliert werden.	6986
__label__premise	Auch in der Rheinaue selbst sind leider permanent Radfahrer auf Wegen unterwegs, die klar als Fußgängerwege gekennzeichnet sind.	3437
__label__premise	Die Verkehrsführung durch die Baustelle auf der Viktoriabrücke ist für Radfahrer eine Zumutung.	581
__label__premise	Grund mag die schlechte Einsicht sein, denn als Radfahrer/ Fussgänger befindet man sich auf einem Mittelstreifen.	12331
__label__premise	... dass hier im Baustellenbereich die Ausweisung als Fahrradstraße zurückgenommen wurde.	1068
__label__premise	Eltern bringen ihre Kinder mit dem Auto zur Schule und parken an der Bushaltebucht vor der Schule.	4396
__label__mpos	Da die wenigsten Autofahrer am Bertha-von-Sutter-Platz rechts abbiegen, wäre die Beeinträchtigung für die Autofahrer gering, der Sicherheitsgewinn für die Radfahrer aber immens.	9496
__label__premise	Vom Kreisverkehr kommend in Richtung Süden fahrend hört der Radweg nach ein paar Metern auf.	17481
__label__premise	Anwohner nutzen den Weg mit ihren Autos	5931
__label__premise	Die Unterführung ist in einer 90°-Kurve angelegt.	3773
__label__mpos	4. Zur weiteren Entlastung Kreuzung Rathaus Johannes- Blum Str an Oberbruch und Hafels Str anbinden	14255
__label__mpos	Spitzwinklige Schienenkreuzungen entschärfen	8878
__label__premise	Der Radweg ist jedoch für Begegnungsverkehr etwas zu schmal, sodass Radfahrer häufig auch auf dem Gegweg fahren.	5283
__label__premise	Gefährliche Dooring-Zone und Bahnschienen	1048
__label__non-arg	Fahrradstraße auf Pützchensweg	1792
__label__mpos	Radweg und Fußweg sollten durch eine deutliche farbliche Markierung getrennt werden.	1844
__label__premise	Es ist für mich eine unzumutbare Situation mit Anhänger sicher durchzufahren.	10263
__label__premise	Vor allem für Kinder ist es dann als Radfahrer richtig gefährlich.	9839
__label__premise	Auch ist Fußgängern hier oft nicht klar, dass es sich noch um den Radweg handelt.	8112
__label__premise	Sonst ist immer ein Umweg notwendig...	2321
__label__non-arg	Freie Fahrt für Wut-Radfahrer, die die Benachteiligung schon lange satt haben.	6117
__label__premise	Grünüberwuchs	1187
__label__premise	Der Grafschafter Radwanderweg, auch Eingangstor für viele Radtouristen die nach Moers kommen oder die Stadt wieder verlassen, ist zwischen Lauerforter Wald und Niep in einem schlechten Zustand.	15837
__label__non-arg	Dieses Problem ist nicht durch fahrradwegbauliche Maßnahmen zu ändern, es sei denn Sie bauen eine riesige Unterführung die die Straße umgeht.	5990
__label__mpos	Somit verschwindet auch das Blech von den Straßen!!!	15119
__label__premise	Auch beim blauen Einbahnstraßenschild fehlt das Zusatzzeichen.	4198
__label__premise	Der Weg vom Flutgraben zum Schießbergweg und anders herum führt über die Königswinterer Straße.	6267
__label__premise	Von der Ollenhauerstraße kommend in Richtung Christian-Miesen-Str. wird der Radweg auf einem Radstreifen geführt.	8252
__label__premise	Parkende Autos und Taxen	877
__label__premise	Von der Stadt kommend hält man als Radfahrer eigentlich nicht direkt neben der Ampel, diese wird aber nur grün, wenn man drückt, weshalb dort öfter mal Leute stehen, die sich wundern, warum es nicht weitergeht.	4889
__label__premise	Verkehrsführung und Baustellenmanagement sind eine Zumutung	6414
__label__premise	In Fahrtrichtung Vogelsang gibt es seit wenigen Jahren nur noch auf einer Länge von ca. 100m einen Fahradberechtigungsstreifen, danach darf man als Radfahrer an geparkten Autos, LKWs und LKW-Einfahrten auf der Straße ungesichert fahren (Gegenrichtung volle Länge Fahrradstreifen mit zeitweise geparkten Autos).	12454
__label__premise	Auf den Zufahrten davor ist das Radfahren zu gestatten.	8580
__label__mpos	Ich bin überzeugt, dass bei einer gut ausgebauten direkten Verbindung viel mehr Pendler das Rad benutzen würden.	5929
__label__premise	Aus Richtung Bickendorf kommend, führt die Helmholtzstraße/Vogelsanger Straße nach einem großzügigen und offenen Kreuzungsbereich (mit der Leyendeckerstraße) in einer leichten Rechtskurve in den dunklen Bereich unter den Bahngleisen.	13280
__label__premise	Über einen [Artikel im General Anzeiger Bonn](http://www.general-anzeiger-bonn.de/bonn/stadt-bonn/Neue-Viktoriabr%C3%BCcke-r%C3%BCckt-n%C3%A4her-article1738840.html) bin ich darauf gestoßen, dass im Rahmen der Bauarbeiten am HBF dieser Kreisel vorgezogen worden ist.	5291
__label__mpos	Könnte man mit einem Schild die Autofahrer darauf hinweisen?	3900
__label__premise	Wenn nicht gerade der RE10 Umleitungen fährt, bietet im Regelverkehr nur der RE42 die Möglichkeit,  Duisburg HBF schnell zu erreichen.	15410
__label__premise	Insbesondere wenn Radfahrer auf den Landgrabenweg nach links abbiegen wollen, kann es zu gefährlichen Situationen kommen.	10209
__label__premise	Dies gilt nicht nur an diesem Standort, sondern an vielen Ampeln.	17831
__label__mpos __label__premise	Ein schlüssiges Konzept eines innerstädtischen Radwegenetzes, das für die Nutzer attraktiv ist und eine Alternative zur Pkw-Nutzung darstellen kann, muss - wo immer möglich - eine Trennung von Fußgänger- und Radwegen beinhalten.	8508
__label__mpos	Radverleih multilokal z.B. nach Nürnberger Modell	5481
__label__premise	Die kleine Aufstellfläche Richtung Innenstadt für indirektes Linksabbiegen vom Hochstadenring (blauer Grund, mit Fahradsymbol vor dem Fußgängerüberweg) hat im Gegensatz zu Ihrem Gegenpart auf der anderen Seite der Kreuzung keine kleine extra Ampel.	6157
__label__mpos	Umleitung vorschlagen.	318
__label__non-arg	Bordsteinkanten	6272
__label__mpos	Infrastrukturell wäre das ein riesen Fortschritt.	5693
__label__mpos	Fahrradweg (bis zum Hbf) verbreitern	1524
__label__premise	Verschwenkung des Schutzstreifens auf den Seitenweg über Bordstein	4968
__label__premise	Halteverbot wird missachtet, Straße zu eng	5141
__label__premise	In persönlichen Gesprächen wird dann immer klar, dass den Autofahrern gar nicht bewußt ist, dass Sie sich hier falsch verhalten.	1382
__label__mpos	2. Oberbruchstraße und Hees ausbauen um mehr Verkehr vom Raderfeld  / Wilhelm Stefen Str. in Richtung Osten aufnehmen zu können.	14253
__label__premise	Und zwar vom Jungbornpark links ab, auf die Straße Im Meerfeld in Richtung Rheinkamp.	16368
__label__premise	Dabei werden alle Beteiligten gefährdet und gleichzeitig noch der Straßenverkehr behindert.	9080
__label__premise	Die Verbindungen in West-Ost-Richtung durch die Bonner City sind für den Auto- wie Radverkehr extrem schwierig.	6455
__label__mpos	wenn Radweg auf der Straße, bitte breiter	10937
__label__premise	Der Bonner Talweg ist eine einzige Katastrophe für Radfahrer und Fußgänger.	1307
__label__premise	Die Verkehrsführung besteht aus neuen Markierungen für Fahrradwege, es besteht eine Tempo-30-Zone, so dass der Verkehrsfluss allgemein ruhiger ist.	8138
__label__non-arg	Wer die ÖPNV-Entwicklung in Hüls nochmal auf Jahre hinaus blockieren will, erreicht das am besten mit einer Neuauflage der Straßenbahndiskussion.	15320
__label__premise	Handzeichen nach Links wäre völlig in Ordnung, wenn es eine T-Kreuzung wäre, der Flodelingsweg geht aber weiter.	6809
__label__mpos	Damit Radfahrer ungehindert von der Strasse auf den Weg können, sollte ein 1,5m Parkverbotsstreifen auf dem Parkplatz gezeichnet werden, dass dieser Zugang nicht zugeparkt wird.	1816
__label__premise	Zusätzlich ist die Warteinsel sehr eng.	619
__label__mpos	Sicherheit der Radfahrer erhöhen	11822
__label__premise	Das Überqueren der Kreuzung Kreisel) ist gefählich, da man dort nicht geradeaus fahren kann.	301
__label__premise	Werbebanner vermindert die Sicht auf Radfahrer, Spaziergänger und Jogger	17240
__label__mpos	Außerdem sollte in der Mitte eine vernünftige Warteinsel gebaut werden.	660
__label__mpos	Radwege könnten etwas besser ausgeschildert sein, bzw. Schilder die die Richtung zum Stadtzentrum hinweisen	10664
__label__mpos	Vielleicht sollte man entweder die Trennung aufheben oder die Breite des Radwegs etwas vergrößern.	5285
__label__premise	Diese Aufwölbungen (meistens im Bereich der Bäume) sind bis zu 20 cm hoch (Fahrtrichtung Schloer Stift Richtung van der Valk.) und bergen eine erhebliche Sturzgefahr, insbesonder bei Dunkelheit.	15909
__label__premise	Die Beutzungspflicht ist an dieser Stelle sehr zu hinterfragen, zumal sich nach der Querung der gemeinsamen Ampelfurt Radfahrer/Fußgänger ohne fortgesetzten Radweg eine ungünstige Verkehrsführung ergibt:	6054
__label__non-arg	Inrather Straße	14634
__label__premise	Parallel zur Olof-Palme-Straße verläuft ein Radweg, der auch gerade von Schülern der Anne-Frank-Gesamtschule und des Gymnasiums Rheinkamp genutzt wird.	16501
__label__premise	Er ist insbesondere für Menschen, die aus der U-Bahn kommen, als Radweg nicht erkennbar.	6354
__label__premise	Man bleibt von all den diversen radwegtypischen Schikanen verschont, die man nebenan besichtigen kann: Hindernisse, Verschwenkungen, Engstellen bzw. schmale Zweirichtungswege, Fahrbahnkanten, unklare Vorfahrt, lange Wartezeiten, schlechte Sichtbeziehungen, kompliziertes Abbiegen, mangelhafter Unterhalt/Grünschnitt/Winterdienst/Reinigung.	8473
__label__non-arg	Jeder Verantwortliche der dort mal Rad fahren müsste würde umgehend für einen neuen Straßenbelag sorgen.	3637
__label__premise	Ausserdem werden hier die Radfahrer ständig durch unachtsame Autofahrer, die schon mal gern quer in der Parktasche anhalten, um Fahrgäste aussteigen zu lassen, sehr gern auch vor dem Hotel in dieser Strasse, in Gefahr gebracht.	1899
__label__premise	Bezeichnend, dass im Bereich der U-Bahn-Haltestelle und angesichts des Bundesverkehrsministeriums ein unangenehmes Pflaster verlegt ist!	5397
__label__premise	Das Hinunterfahren ist für Schüler aber auch für nicht sehr nervenstarke sichere MitarbeiterInnen der Unikliniken unmöglich.	968
__label__mpos	Öffnung von Einbahnstraßen	6935
__label__mpos	Durchfahrt Kaierplatz	7624
__label__premise	Man steht quasi auf der Gegenfahrbahn in einer Kurve und der lediglich durch eine Bodenmarkierung gesicherte Wartebereich wird regelmäßig von Autos/LKW, welche sehr schnell von der Reuterstr nach rechts abbiegen, überfahren.	4577
__label__premise	Die vorhandenen Parkplätze (Roller, Knuffmann, REAL..etc..) sind Kundenparkplätze.	13683
__label__premise	Grundsätzlich sind Radfahrstreifen auf der Straße, insbesondere Nähe der Innenstadt, oft sehr bedrängt zu befahren.	8672
__label__mpos	Hier würde sie die gesamte Situation verbessern und vielleicht manche Autofahrer davon abhalten, das Ufer als stau- und ampelfreie Alternative zur Adenauerallee zu sehen.	4211
__label__premise	Durch die Markierung auf der Straße wird man aber von ihm heruntergeführt und kann dann wegen des Bordsteins für ca. 100-200 Meter nicht mehr auffahren und stört gefährlich sich selbst und den Autoverkehr.	8893
__label__mpos	Ippendorfer Westhang für Radfahrer und Kinderwagen durchgehend öffnen	8237
__label__premise	Auf der Reichsstr. in Richtung Meckenheim, wie Richtung Röttgen verläuft der Fahrradweg.	9030
__label__non-arg	Reaktionszeit der Radfahrer-und Fußgänger-Ampel	17608
__label__mpos	Dort könnten sehr einfach Fahrradabstellanlagen errichtet werden.	2637
__label__mpos	Oder wech mit den links u. rechts parkenden Autos.	13253
__label__premise	Neben vielen (Regenwasser-)Kanalschächten besteht der Radweg auch ansonsten t überwiegend aus Schlaglöchern.	4699
__label__mpos	Geringere Geschwindigkeiten auf den Rheinuferwegen vorschreiben und überwachen	11165
__label__premise	Problem: Von Georgstr. bis Breitestr. verlaufen Fahrradstraßen, dies wäre kofortable und sichere Alternative zur problematischen Kölnstr., wenn es denn eine legale Zufahrstmöglichkeit vom Clodwigplatz zur Georgstr. gäbe.	7911
__label__premise	Ich meide diese Straße seitdem.	3998
__label__non-arg	Aufpump-Stationen	10580
__label__premise	Diese Art der Streckenführung (wechsel zwischen Straße und Fußgängerweg) ist leider typisch für Bonn.	9203
__label__premise	Hinzu kommt das in der Weg häufig mit Brennesseln und Brombeeren überwuchert wird, so dass für Kinder der Grundschule kaum ein Durchkommen ist.	4175
__label__premise	Inkonsistente Markierung des Linksabbiegerwegs	8447
__label__premise	Auf den Zu- und Abfahrten der Südbrücke ist die Beleuchtung lückenhaft.	1779
__label__premise	Für die vielen Pendler aus Düsseldorf, die mit der U76 ankommen und in Richtung Hüls müssen, ist oft eine 15min Wartezeit an der Rheinstraße vorprogrammiert, da die 044 einem regelmäßig genau vor der Nase wegfährt.	15406
__label__mpos	Klare Regelung finden für Linksabbieger von der Berliner Freiheit	1858
__label__mpos	Das heißt die Expresslinie hält ab Hoterheide nicht mehr überall.	15375
__label__premise	Die Sicherheit der Fahrradfahrer muss Vorrang haben vor den Autos, die hier auch oftmals zu schnell unterwegs sind.	12259
__label__mpos	Fahrradleihsystem	4164
__label__premise	Als Radfahrer muss man von Longerich kommend den baulichen Radweg fahren und wird dann rechts auf die Hugo-Eckener Str geleitet; um dann nach 20m an einer Bettelampel die Straße zu überqueren und danach durch ein enges Drängelgitter zu fädeln.	13213
__label__premise	An der Carl-Troll-Straße fehlt lediglich ein markierter Überweg in Richtung des Fußwegs bzw. zur Karlrobert-Kreiten-Str.	4157
__label__premise	Auf der Königstor. ging gar nichts mehr.	15158
__label__premise	Schmale Radwege, parkende Fahrzeuge, Mülltonen und Trauben von Schülern blockieren die Wege.	1207
__label__premise	Unmögliche Verkehrsführung am Kreisverkehr	10484
__label__mpos	4. Fahrradwegbeleuchtung verbessert werden.	10543
__label__premise	Von Limperich und von der Goetheallee Richtung Bahnhof kommend löst sich der Radweg bei der Zuführung auf den Kreisel in der enger werdenden Fahrbahn auf.	5485
__label__premise	Durch Baumwurzeln unter dem Radweg ergeben sich gefährliche Stolperfallen.	5187
__label__mpos	- [...] Barrierefreiheit	12820
__label__premise	Die Beschilderung des Rad- und Fußweges zwischen der Lintforter Str. und Im Meerfeld ist auf Höhe der Carlo-Schmid-Str. / Olof-Palme-Str. nicht korrekt.	17336
__label__premise	Hier kommt es regelmäßig zu Beinahe-Zusammenstößen mit Autos, die auf den Netto Parkplatz fahren, oder diesen verlassen möchten.	1588
__label__mpos	Vorschlag, entweder noch öfter trimmen oder wo anders hin pflanzen.	4303
__label__mpos	bessere Markierung Fahrradspur	14282
__label__premise	Ich finde jedenfalls, diese Stelle der Kreuzung hat Verbesserungsbedarf...	13175
__label__mpos	Ampelschaltung bei längeren Baustellen anpassen	4510
__label__premise	Hindernis	12514
__label__premise	Das Raderfeld in Fischeln ist eine Anlieger 30-Zone.	15061
__label__mpos	Qualität (Oberfläche) der Radwege verbessern	10946
__label__premise	Zum Ende, der scharfen Biegung nach Rechts hingegen wird die Straße dann sehr schmal und man ist völlig ungeschützt.	12401
__label__mpos	Hinweisschild auf querende Radfahrer für einbiegende Kraftfahrer	9014
__label__premise	Dieser Vorschlag bezieht sich auf alle Einbahnstraßen die für Radverkehr in Gegenrichtung frei gegeben sind.	8166
__label__non-arg	Wie kann es sein, dass Baumaßnahmen so abgeschlossen und abgenommen werden?	12143
__label__premise	Die neue fahrradsreaße über die Gallus und Lindenstraße endet an der Dornheckenstraße ohne Hinweis, wo man am besten weiter voran kommt.	3228
__label__mpos	Vorschlag: 2 breite Radstreifen auf der Fahrbahn	1797
__label__premise	Lindenstr. in Richtung Norden an der Kreuzung Eupener Straße auf der nördlichen Seite: Hier ist mitten auf der Fahrbahn eine gefährliche steile nicht erkennbare Bodenwelle, die für Radfahrer gefährlich, für Motorradfahrer extrem gefährlich sein kann.	17847
__label__mpos	Beschilderung bei Sperrung wegen Veranstaltungen u.a.	5529
__label__premise	Direkt vor der Einmündung der Georg-Reiter-Str. ist ein Parkplatz ausgewiesen.	12732
__label__premise	3. Die Dependance des Kindergarten Wilhelmstraße befindet sich im Hochhaus auf der Hafelsstraße	14479
__label__non-arg	Unterführungen	5262
__label__premise	Derzeit (ohne Südüberbauung) sieht man, dass der Platz locker für Vorplatz, adäquaten Busbahnhof UND leistungsfähige Straße (alle Verkehrsarten) reichen würde.	851
__label__non-arg	Hallo Zusammen, meine tägliche Strecke mit dem E-Bike beginnt in Holzlar und endet in Mehlem, ca. 13 km.	4716
__label__mpos __label__premise	Langfristig müssen auch die Parkmöglichkeiten eingedämmt werden, damit hier insgesamt der Autoverkehr abnimmt - hat doch heute schon das Rad eine sehr wichtige Rolle hier eingenommen.	12240
__label__premise	Im Rahmen des RRX-Projekts mag dies durchaus sinnvoll sein, da die Stammstrecke zwischen Düsseldorf und Dortmund nun häufiger direkt bedient wird.	15417
__label__premise	Ein echtes Ärgernis für Fusgänger und Radfahrer: Ohne das Berühren der Drück-Vorrichtung entfällt an dieser Ampel, mit eh schon sehr langen Wartezeiten, die Grünphase für Radfahrer und Fußgänger.	16704
__label__premise	Gefährlich!	4531
__label__premise	Laternenmasten, parkende Autos und Gebüsch ragen in den Radweg hinein.	882
__label__mpos	Beleuchtung des Radwegs	10840
__label__premise	Die Unebenheit der Pflasterung (vermutlich durch Ameisen verursacht) stellt eine Unfallgefahr für den Radler dar, der Weg ist teilweise bewachsen.	16468
__label__mpos	Zumindest sollte man erwarten dürfen, dass die Pflastersteine eben verlegt werden.	4945
__label__premise	Für Fahrradfahrer, die über Röttgen/Ippendorf die Kessenich und die weiter östlich gelegenen Gebiete (so auch die Friedrich-Ebert-Allee) erreichen möchten, existiert eine nahezu vollständig asphaltierte Strecke bis zur Annaberger Straße.	5445
__label__premise	Außerdem ist es umso schwieriger, den Nachwuchs auf das Fahrrad zu laden.	16714
__label__premise	Die Baugrube an der Homberger Straße auf dem ehemaligen NIAG-Gelände ist mit einem Bauzaun gesichert, der direkt am Geh-/ Radweg steht.	17439
__label__premise	Als Radfahrer ist dies sehr ärgerlich, da man anhält und die Ampel dann direkt auf grün springt.	4432
__label__mpos	Das ganzen wäre dann ein Smart parken.	15227
__label__premise	Die Tauben haben unter den Bäumen die ganze Anlage vollgeschissen, keinem Autofahrer würde man so einen Parkplatz zumuten!	133
__label__mpos	Venloer Straße zwischen innerer Kanalstraße und Gürtel zur Fahrradstraße umwidmen	12215
__label__mpos	10) die linke der drei Fahrspuren der A44 von Lank-Latum bis Düsseldorf-Lohausen umwidmen für eine S-Bahn-Trasse von Krefeld zum Flughafen mit Anschluss an die dortige S-Bahn-Linie, mit Haltepunkten Oppum, Bösinghoven (s. Vorschlag 6!), Strümp, D-Messe und Flughafen.	15464
__label__mpos	Hier soll Öffentlicher Strassenverkehr eingesetzt werden.	15559
__label__mpos	Ausbau des Weisenpeschwegs zwischen Am Stadtkanal und Am Dörnchen zum Radweg	6228
__label__premise	Fehlender Radweg	711
__label__mpos	Fahrradweg an der Robert-Kochstraße abwährts.	966
__label__premise	Verschärfend dazu kommt, dass Radfahrer auf der Beueler Straße Straße aus Bonn kommend die kleine Rechtsabzweigung zum Radweg sehr leicht übersehen können.	6219
__label__non-arg	Ampelschaltungen	11591
__label__mpos	Dieser sollte durch Umgehungsstrassen um den Ortkern geführt werden oder mindestens auf andere Strassen wie z.B. Marienstr und Johannes Blum Str verteilt werden.	13880
__label__mpos	gesicherter Fahrradweg auf der Rochusstr., zusätzlich Tempo 30	12256
__label__premise	An dieser Ampel ist morgens ein reges Treiben vieler Schulkinder in Richtung der Grundschule, zu Fuß und mit dem Fahrrad.	9304
__label__premise	- doppelte Spuren der Autos sowie deren Parkplätze auf beide Straßenseiten und zusätzlich noch Parkplätze in der Mitte (Gürtel + innere Kanalstraße)	12590
__label__mpos	Die bisherige Unterführung sollte verbreitert werden so, dass die Radler ungestört und ungefährdet durchfahren können.	9672
__label__premise	Absenkung der Bordsteinkante und/oder Anschrägung für Radfahrer fehlt	2379
__label__non-arg	Oberflächenbeschaffenheit	11157
__label__mpos	Kreuzung sicherer machen	11955
__label__premise	Vorrang für Fahrrad und ÖPNV	4826
__label__mpos	Es ist klar, am besten wäre hier eine eigene Unterführung für den Radverkehr.	8577
__label__mpos	Radstreifen in Fussgängerzone	11543
__label__mpos	Fahrradabstellmöglichkeiten	723
__label__premise	Dadurch, dass man entlang einer Mauer in einer langgezogenen Rechtskurve unterwegs ist, sieht man Fußgänger erst sehr spät.	6040
__label__premise	Die Friedrichstraße stellt eine an sich wertvolle Alternative zur sehr unangenehmen Nutzung von Oxfordstraße und Berta-von Suttner-Platz dar.	8503
__label__premise	In der Praxis verhält es sich so, dass Radfahrer oft nicht auf Vorfahrtsberechtigte Autos achten oder Autofahrer Radfahrer oft vorlassen.	16538
__label__premise	Es ist völlig unklar, wo Fußgänger gehen sollen, wo Fahrradfahren erlaubt ist und wo nicht und wie man legal vom oberen Teil des Friedensplatzes zum unteren Teil kommen kann.	6576
__label__premise	Weiter Richtung Gürtel ist der Platz vor dem Gemüseladen für Fußgänger oft zu schmal so dass diese auf den Radweg ausweichen.	12354
__label__premise	Das ganze gilt übrigens auch an Sperrmülltagen.	17539
__label__mpos	mehr Radständer	11302
__label__non-arg	Radweg entlang des Moersbachs	16844
__label__premise	Also ganz nahe der Grundschule.	14809
__label__mpos	- [...] Fahrbahnbreite für die Durchfahrt von Rettungsfahrzeugen, Feuerwehr etc	12815
__label__mpos	Dann kommt er zwar in die Helmholtzstrasse gut rein, aber hinter ihm abbiegende KFZ muss er im Auge behalten, dass diese ihn geradeau fahren lassen.	12254
__label__premise	Es sieht aus wie eine Trennung zwischen Fuss- und Radweg.	7473
__label__premise	Nach Überquerung der Kreuzung subbelrather Gürtel in Richtung Stadt laufen KVB gleise so in der Straße, dass man Gefahr läuft hinein zu geraten.	12560
__label__premise	Allerdings ist an allen Einfahrten und Strassenquerungen noch das Radweg-Zeichen mit Pfeilen in beiden Richtungen auf den Boden vorhanden.	3765
__label__premise	Kein Platz für Radler auf dem Weg zum Marienhospital/Emilie-Heyermann-Schule	2120
__label__mpos	Fahrradparken in der Venloer Straße ausbauen	13095
__label__premise	Für Fahrradfahrer ist die Befahrung der Franz-Josef-Strauß-Allee sehr gefährlich, da die Autofahrer hier sehr schnell fahren und kein Fahrradweg vorhanden ist.	10398
__label__premise	Gerade außerhalb der Stoßzeiten hält sich die Zahl der abbiegenden KFZ hier in Grenzen, so dass keine Rückstaus entstehen sollten.	4522
__label__premise	Der Radstreifen auf der Gotenstr. in Richtung Plittersdorf ist klasse - nur fehlt das Gegenstück in Richtung Hochkreuz.	6872
__label__premise	Hier wird eine Sicherheit für den Fahrradfahrer vorgetäuscht, die nicht vorhanden ist.	7925
__label__mpos	Rad- und Fußweg tauschen	6745
__label__non-arg	Bremsschwellen	1143
__label__premise	Der Mehrzweckstreifen wird vom Radfahrer genutzt.	16316
__label__non-arg	Gut vorstellbar, dass vor allem nachts die lange Röhre für viele einen Angstraum darstellen wird.	9104
__label__premise	Fahrräder haben es noch schlimmer, weil die Autos auf dem schmalen Stück immer den fahrradstreifen benutzen und Räder gar nicht bis zur Ampel durchkommen.	13828
__label__mpos	Bitte besser mit Poller absperren.	8498
__label__premise	Noch dazu muss man mitten auf der Straße fahren um keine Autotür der parkenden Autos abzubekommen.	3400
__label__mpos	Warum wird nicht mehr kontrolliert?	6144
__label__mpos	Verbesserungsvorschlag: die Fahrbahn auf der Brücke ist ohnehin einspurig und sollte auch einspurig bis zum Konrad Adenauer-Platz weiterführen.	9944
__label__non-arg	Auch für diese Autobahnbrücke möchte ich noch einmal auf einen schönen Verbesserungsvorschlag hinweisen: https://www.wort.lu/de/lokales/pont-adolphe-endspurt-fuer-die-fahrradbruecke-596cd06ba5e74263e13c43ff	3574
__label__premise	Die Römerstraße ist mit ihrer Dauerbaustelle häufig nur eine gefährliche Alternative.	1376
__label__mpos	Hier sollten Markierungen auf der Straße angebracht werden.	16624
__label__mpos	Err:510	4535
__label__mpos	Die Fehler aus der Vergangenheit müssen korrigiert werden: Alle Nachbar- und  Vororte Krefelds müssen von der City direkt erreichbar sein.	15549
__label__premise	Hier macht er eher den Eindruck, nicht mehr unterhalten zu werden.	16013
__label__premise	Dieses Dichte vorbeifahren riskiert einen Unfall,weil parkende Autofahrer die Türe aufmachen,ohne nach Radfahrern zu schauen	13494
__label__mpos	Eigene Fahrradampel	12008
__label__non-arg	Vereinfacheres radfahren	13616
__label__premise	gestrichelter Schutzstreifen von wartenden Autos blockiert	5571
__label__premise	Offiziell soll man dann wieder nach rechts über die Brugstr um dann wieder an der Ampel auf die andere Seite der Moltkestrasse zu kommen.	3327
